User_ID,Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,AI_Predicted_Score
U779,53,Female,8.0,9,Non-Vegetarian,8.5,Low,476,599.36,75,8.34,11.95
U780,32,Female,9.3,2,Non-Vegetarian,5.3,Medium,382,432.68,86,74.9,79.83
U781,52,Male,4.3,8,Non-Vegetarian,7.0,Medium,35,334.42,71,66.16,67.04
U782,46,Male,7.9,10,Non-Vegetarian,10.3,High,32,200.62,72,92.27,89.65
U783,53,Female,6.7,3,Non-Vegetarian,6.2,Low,331,416.9,80,57.0,52.79
U784,21,Male,4.6,6,Non-Vegetarian,5.5,Low,358,594.3,83,19.24,19.67
U785,32,Female,8.8,3,Non-Vegetarian,5.8,Low,199,248.69,83,93.97,89.13
U786,28,Male,8.2,10,Non-Vegetarian,5.1,Low,103,579.64,88,29.08,33.4
U787,32,Male,4.9,7,Non-Vegetarian,7.1,Medium,239,539.54,87,38.95,37.23
U788,38,Male,8.8,8,Non-Vegetarian,7.9,Medium,352,483.28,75,44.66,41.69
U789,52,Male,9.5,1,Non-Vegetarian,1.3,Medium,398,353.25,66,86.22,82.89
U790,40,Female,5.1,8,Non-Vegetarian,2.1,Low,253,389.05,76,54.15,52.48
U791,27,Female,7.5,9,Non-Vegetarian,7.4,Medium,49,553.37,95,45.19,44.69
U792,21,Male,5.2,10,Vegetarian,2.3,Medium,64,484.71,53,36.38,33.95
U793,42,Male,6.4,2,Non-Vegetarian,6.8,Low,448,568.27,93,36.43,33.09
U794,19,Male,4.4,2,Vegetarian,9.9,High,83,335.49,55,69.88,70.04
U795,55,Male,8.8,9,Non-Vegetarian,6.3,High,106,392.61,47,56.1,53.81
U796,36,Male,4.1,10,Vegetarian,11.1,Medium,412,368.25,75,44.44,43.18
U797,41,Female,8.7,1,Non-Vegetarian,8.6,Medium,70,594.51,81,47.52,48.28
U798,25,Female,4.4,6,Non-Vegetarian,3.1,Low,165,216.81,88,91.72,91.35
U799,23,Female,7.7,5,Vegetarian,2.9,Low,420,264.03,81,84.15,84.35
U800,37,Male,7.7,9,Non-Vegetarian,7.9,Low,354,361.32,42,34.25,29.28
U801,31,Male,7.3,3,Non-Vegetarian,9.3,Medium,361,552.8,77,38.8,40.69
U802,57,Male,4.7,4,Non-Vegetarian,5.2,High,287,373.65,77,74.09,77.18
U803,23,Female,10.0,6,Non-Vegetarian,12.0,Low,329,250.58,45,59.16,56.73
U804,29,Male,9.2,4,Vegetarian,2.4,Medium,115,273.41,42,84.93,89.07
U805,58,Male,6.1,9,Vegan,11.7,Low,182,592.74,83,10.72,9.01
U806,24,Female,7.0,1,Vegetarian,5.5,Medium,227,366.94,61,73.55,68.64
U807,47,Male,6.9,8,Non-Vegetarian,6.1,Low,263,578.99,98,30.89,28.89
U808,33,Male,6.5,10,Non-Vegetarian,6.9,Low,0,444.01,57,32.15,27.83
U809,25,Male,8.9,9,Vegan,6.4,Medium,497,581.83,98,37.29,35.94
U810,31,Male,7.3,10,Non-Vegetarian,5.8,High,107,423.42,77,61.69,66.19
U811,37,Male,6.0,1,Non-Vegetarian,2.0,Low,58,286.12,49,77.65,78.41
U812,45,Female,9.3,1,Non-Vegetarian,3.3,Low,47,201.25,66,100.0,97.54
U813,23,Male,8.2,1,Vegetarian,6.9,Medium,397,318.85,81,88.47,92.16
U814,47,Female,9.4,3,Vegan,3.5,Low,414,467.1,60,46.42,49.93
U815,21,Female,8.6,1,Non-Vegetarian,3.5,Low,92,283.23,56,83.9,84.61
U816,53,Male,4.1,5,Vegetarian,10.5,Medium,182,595.17,45,7.12,5.89
U817,20,Male,9.8,4,Vegetarian,8.9,Medium,192,593.79,98,49.45,48.87
U818,27,Female,8.0,1,Non-Vegetarian,1.9,Medium,281,593.37,72,47.64,50.93
U819,55,Female,5.5,1,Vegetarian,11.4,Low,224,476.05,80,43.08,46.56
U820,44,Male,6.4,2,Non-Vegetarian,9.0,High,261,236.15,54,87.72,91.58
U821,35,Male,7.9,7,Non-Vegetarian,11.7,Low,72,277.39,90,76.58,75.01
U822,28,Female,4.4,8,Non-Vegetarian,9.0,Low,98,466.68,48,18.56,17.21
U823,53,Male,6.7,9,Non-Vegetarian,3.6,Medium,490,392.98,78,58.7,62.7
U824,57,Male,8.2,8,Vegan,8.7,High,349,284.9,99,92.39,96.28
U825,52,Female,4.5,3,Non-Vegetarian,8.2,High,443,486.68,82,51.73,46.75
U826,30,Male,4.7,7,Non-Vegetarian,4.9,Medium,238,334.14,44,54.6,58.03
U827,40,Female,8.7,6,Non-Vegetarian,5.0,High,234,501.28,50,44.67,49.06
U828,26,Female,7.7,8,Vegan,2.2,Low,322,503.22,77,39.29,37.76
U829,21,Female,8.3,5,Vegetarian,5.3,Low,401,285.49,55,65.55,66.81
U830,57,Male,8.1,6,Vegetarian,8.9,Medium,101,326.85,63,70.86,69.71
U831,48,Female,7.4,2,Non-Vegetarian,11.3,Medium,381,258.72,89,92.61,91.6
U832,20,Male,4.2,8,Vegetarian,11.7,Low,265,357.88,44,26.9,24.39
U833,53,Female,6.6,4,Non-Vegetarian,3.8,Medium,272,429.4,66,60.49,62.36
U834,34,Female,6.0,1,Vegetarian,2.0,High,249,306.66,70,95.91,99.66
U835,33,Female,9.4,1,Non-Vegetarian,8.9,High,425,457.16,63,60.26,55.86
U836,56,Female,6.9,9,Non-Vegetarian,1.3,Medium,150,516.4,73,46.28,50.45
U837,19,Other,8.6,8,Non-Vegetarian,6.0,High,300,236.53,83,98.28,93.75
U838,22,Female,5.6,9,Vegetarian,2.1,Medium,445,376.86,92,69.34,71.99
U839,50,Male,8.4,6,Non-Vegetarian,8.1,Medium,192,514.13,56,36.12,40.97
U840,30,Male,5.8,9,Non-Vegetarian,9.5,Medium,79,327.12,89,72.75,72.82
U841,29,Male,5.0,9,Vegan,1.1,High,35,453.6,68,58.05,58.65
U842,36,Male,9.2,10,Vegetarian,9.6,Medium,136,492.01,58,33.28,33.51
U843,39,Male,7.6,2,Non-Vegetarian,6.6,Medium,102,342.06,69,81.75,84.64
U844,57,Female,6.8,7,Non-Vegetarian,5.0,Low,390,413.73,97,58.84,62.52
U845,25,Male,8.4,2,Vegetarian,9.0,High,113,259.35,93,100.0,100.0
U846,21,Female,9.7,1,Non-Vegetarian,11.4,Low,14,520.29,59,37.81,42.47
U847,24,Male,9.0,6,Non-Vegetarian,9.8,Medium,62,216.24,56,87.02,86.25
U848,39,Male,4.1,2,Non-Vegetarian,1.5,Low,337,582.91,91,38.56,36.14
U849,35,Male,7.4,8,Vegan,11.2,Medium,197,505.95,70,33.74,32.42
U850,23,Male,4.2,4,Vegan,9.3,Low,14,418.64,71,46.9,46.31
U851,21,Female,6.8,8,Vegan,11.2,Low,422,284.27,48,43.98,48.92
U852,58,Male,7.0,4,Non-Vegetarian,5.0,High,251,263.45,81,100.0,98.5
U853,29,Male,5.0,7,Vegetarian,3.1,Medium,99,281.35,66,80.48,75.58
U854,54,Other,9.2,2,Non-Vegetarian,11.1,Medium,34,412.89,85,75.76,75.05
U855,19,Female,5.8,1,Vegetarian,6.5,Low,305,288.13,78,79.73,75.25
U856,20,Male,5.2,8,Vegetarian,3.3,Medium,49,235.35,58,83.24,87.1
U857,38,Male,5.3,3,Non-Vegetarian,5.2,Medium,53,433.19,90,73.54,74.1
U858,56,Female,4.6,4,Vegetarian,1.6,Medium,183,534.28,55,38.59,35.13
U859,30,Male,7.6,4,Vegetarian,6.3,High,353,503.9,67,50.21,54.94
U860,31,Female,9.0,7,Vegetarian,8.5,Low,327,379.41,43,37.97,40.93
U861,47,Female,8.1,8,Non-Vegetarian,3.1,Medium,377,565.39,80,38.78,37.08
U862,35,Male,5.8,10,Non-Vegetarian,9.7,Medium,129,300.97,79,68.81,67.37
U863,30,Female,6.6,4,Vegan,5.2,Medium,478,373.79,84,72.54,72.98
U864,31,Male,6.0,10,Non-Vegetarian,9.4,High,267,409.85,72,50.25,46.14
U865,58,Female,9.4,9,Non-Vegetarian,2.4,Low,46,202.48,85,100.0,99.39
U866,57,Female,6.1,3,Vegetarian,7.0,Medium,358,479.25,40,33.67,35.02
U867,42,Male,6.3,9,Vegetarian,1.0,Low,458,224.42,55,69.04,68.13
U868,54,Male,5.0,1,Non-Vegetarian,6.1,Medium,265,378.82,94,82.41,78.72
U869,44,Female,7.9,6,Non-Vegetarian,8.9,Medium,250,392.39,74,62.05,66.67
U870,40,Male,6.7,5,Non-Vegetarian,4.7,High,168,340.49,42,67.24,70.27
U871,24,Female,7.6,4,Non-Vegetarian,1.6,High,89,588.65,51,40.41,42.52
U872,27,Male,8.2,7,Vegetarian,9.9,Low,493,335.01,98,65.86,66.6
U873,42,Female,9.6,9,Vegetarian,11.3,Low,409,368.83,80,49.6,53.7
U874,52,Female,7.8,6,Non-Vegetarian,5.3,Medium,80,471.77,65,52.92,56.96
U875,41,Female,6.3,8,Vegetarian,10.0,Medium,133,286.31,43,57.72,59.13
U876,59,Male,9.9,3,Non-Vegetarian,6.4,High,493,392.15,67,72.48,74.33
U877,28,Male,8.5,6,Non-Vegetarian,7.6,Medium,456,349.33,96,79.26,79.63
U878,37,Female,7.5,5,Vegetarian,8.0,Medium,63,238.77,83,98.44,95.2
U879,27,Female,6.8,8,Non-Vegetarian,10.1,Low,101,347.97,69,51.93,53.24
U880,38,Female,4.2,4,Vegetarian,1.3,Low,278,374.19,94,72.52,73.17
U881,45,Male,8.8,7,Vegan,5.0,Medium,425,307.82,65,73.8,77.23
U882,45,Other,8.0,1,Non-Vegetarian,8.6,Medium,411,319.69,42,65.6,66.42
U883,44,Female,6.4,4,Vegetarian,10.4,Low,499,439.99,77,39.39,35.08
U884,50,Female,4.8,7,Vegetarian,5.0,Medium,362,572.89,70,25.38,24.73
U885,21,Male,9.8,5,Vegetarian,6.2,Low,425,473.61,74,44.86,43.8
U886,52,Female,5.1,6,Non-Vegetarian,7.2,Medium,149,510.8,57,32.79,32.87
U887,37,Male,4.1,7,Non-Vegetarian,1.1,Medium,430,458.95,67,45.96,43.45
U888,23,Female,8.7,6,Vegetarian,7.1,Low,444,418.04,93,57.7,59.9
U889,23,Female,6.1,5,Vegetarian,3.4,Low,213,517.76,95,49.05,53.84
U890,34,Female,5.7,2,Non-Vegetarian,5.4,Medium,326,595.96,82,39.45,40.79
U891,36,Male,7.3,6,Non-Vegetarian,9.7,Low,256,549.48,68,20.35,18.84
U892,34,Male,4.6,7,Non-Vegetarian,6.7,Medium,85,238.29,67,82.24,85.91
U893,20,Female,9.3,1,Vegetarian,5.9,Medium,173,591.37,91,56.23,54.41
U894,51,Other,6.5,2,Non-Vegetarian,1.1,Low,262,555.08,84,46.6,43.58
U895,21,Male,7.7,4,Vegetarian,3.2,Medium,372,394.01,78,73.49,69.5
U896,40,Male,4.5,5,Non-Vegetarian,10.0,High,347,542.67,90,41.62,40.04
U897,35,Male,7.0,8,Vegetarian,8.4,Low,137,219.07,98,90.15,90.78
U898,51,Female,8.6,8,Vegetarian,3.4,Low,259,482.88,56,33.44,35.28
U899,46,Female,4.3,4,Non-Vegetarian,9.4,Medium,356,204.64,45,72.77,68.23
U900,32,Female,9.6,9,Vegetarian,5.1,High,337,274.49,46,74.06,78.9
U901,28,Female,7.3,4,Non-Vegetarian,7.0,High,159,500.14,83,61.06,59.96
U902,56,Female,5.2,2,Vegetarian,6.4,Medium,423,281.15,74,83.48,80.19
U903,26,Male,6.6,4,Vegetarian,9.4,High,228,378.49,95,80.96,83.93
U904,52,Female,7.6,2,Non-Vegetarian,10.8,Medium,212,373.07,95,81.08,76.59
U905,27,Female,4.3,7,Vegan,4.5,High,10,581.06,91,46.31,46.75
U906,57,Female,8.3,5,Non-Vegetarian,2.7,High,40,317.56,79,98.32,96.13
U907,55,Female,5.4,4,Non-Vegetarian,10.6,Medium,151,263.86,66,77.9,75.42
U908,46,Female,8.0,8,Non-Vegetarian,8.9,Medium,50,499.73,80,47.36,43.94
U909,23,Male,5.2,2,Non-Vegetarian,4.4,Low,376,342.48,78,69.2,64.71
U910,36,Other,7.6,2,Non-Vegetarian,4.3,High,474,287.63,62,88.33,86.77
U911,43,Female,6.8,6,Non-Vegetarian,4.6,High,178,389.22,71,71.77,74.52
U912,26,Female,8.9,9,Non-Vegetarian,11.7,Medium,428,349.22,58,49.49,44.81
U913,58,Female,8.1,3,Non-Vegetarian,5.2,Medium,195,313.83,59,80.69,77.67
U914,30,Female,9.1,3,Vegetarian,5.6,Low,285,533.53,98,53.18,56.01
U915,43,Male,6.0,6,Non-Vegetarian,5.9,Low,242,502.76,62,28.52,24.6
U916,37,Male,4.8,8,Vegetarian,7.1,Low,463,487.68,73,23.91,22.8
U917,19,Male,4.6,6,Vegetarian,11.7,Low,89,423.97,93,48.71,45.6
U918,21,Male,9.8,1,Vegetarian,2.9,Low,448,568.68,68,38.51,38.6
U919,24,Male,9.9,1,Non-Vegetarian,8.7,Medium,392,579.88,69,39.76,40.86
U920,36,Female,4.0,2,Vegetarian,4.3,Low,378,588.83,55,14.35,17.27
U921,52,Female,6.9,8,Non-Vegetarian,2.0,Medium,41,495.62,54,43.38,47.95
U922,28,Other,5.3,1,Non-Vegetarian,7.0,Low,33,476.04,87,56.6,52.62
U923,36,Female,7.7,10,Non-Vegetarian,6.0,Medium,378,515.98,64,29.84,32.5
U924,49,Male,5.0,4,Vegan,11.3,Low,105,293.77,56,56.99,56.48
U925,31,Male,5.5,6,Non-Vegetarian,1.0,Low,262,516.67,61,31.65,32.38
U926,22,Male,7.4,7,Non-Vegetarian,8.7,High,137,363.06,58,63.5,60.16
U927,42,Female,7.5,2,Vegetarian,8.8,Low,399,393.26,46,42.28,38.61
U928,31,Female,8.7,9,Vegetarian,4.7,Medium,472,337.04,87,75.24,76.64
U929,56,Male,5.4,1,Vegan,10.8,High,144,414.16,43,52.19,48.58
U930,29,Female,9.3,7,Non-Vegetarian,4.6,Low,297,427.7,62,46.48,48.33
U931,37,Female,5.9,9,Non-Vegetarian,3.7,Medium,385,233.21,92,92.68,88.98
U932,35,Male,6.5,6,Vegetarian,5.3,Medium,129,424.97,50,49.64,47.39
U933,18,Female,9.2,4,Vegetarian,11.5,High,52,215.49,76,100.0,100.0
U934,21,Female,7.5,10,Non-Vegetarian,9.7,Low,402,347.16,74,46.55,48.97
U935,29,Male,4.5,9,Non-Vegetarian,1.6,High,91,252.34,66,87.72,86.33
U936,43,Male,9.8,2,Non-Vegetarian,9.0,Low,253,210.21,48,81.0,81.83
U937,49,Male,6.2,2,Vegetarian,8.3,High,463,401.46,64,61.78,63.33
U938,54,Male,8.1,6,Non-Vegetarian,2.6,Medium,279,214.03,78,100.0,100.0
U939,32,Male,9.4,3,Vegan,9.0,Low,419,420.23,91,61.38,65.89
U940,52,Female,6.1,2,Vegetarian,9.3,Low,81,365.93,63,58.14,62.28
U941,43,Female,9.4,2,Non-Vegetarian,8.3,Medium,450,588.74,97,48.73,47.28
U942,32,Female,7.4,1,Non-Vegetarian,11.8,Medium,426,459.33,90,60.03,61.72
U943,25,Female,4.0,10,Vegetarian,1.8,Low,252,370.69,64,45.48,46.58
U944,45,Female,4.4,6,Non-Vegetarian,9.6,Medium,255,519.92,63,27.15,29.88
U945,47,Male,7.4,5,Vegetarian,7.3,High,58,442.29,55,56.47,53.17
U946,20,Male,9.1,7,Non-Vegetarian,5.1,Low,404,560.56,58,19.04,21.84
U947,23,Female,5.9,6,Vegetarian,1.6,Medium,276,429.74,53,51.76,54.16
U948,48,Male,7.4,3,Vegetarian,4.2,Medium,202,532.12,84,56.77,59.06
U949,43,Female,6.4,1,Non-Vegetarian,2.3,Low,51,248.96,96,100.0,100.0
U950,25,Female,4.8,1,Non-Vegetarian,9.0,Low,444,557.53,55,14.8,14.28
U951,56,Female,7.4,8,Vegetarian,3.7,Medium,116,431.04,88,68.09,69.09
U952,46,Female,7.9,6,Vegetarian,7.8,Medium,95,264.99,47,74.54,72.94
U953,34,Female,9.4,5,Vegetarian,5.0,Medium,98,267.33,42,80.78,83.51
U954,33,Female,7.9,8,Non-Vegetarian,8.0,Low,121,434.6,81,48.45,51.86
U955,21,Male,9.6,8,Vegan,10.2,High,436,428.91,40,37.7,37.14
U956,27,Female,9.5,1,Non-Vegetarian,8.8,Low,53,244.5,52,82.99,80.78
U957,33,Female,9.6,9,Vegan,11.2,Medium,21,252.04,79,86.47,82.57
U958,36,Other,6.1,7,Vegetarian,12.0,High,284,356.08,93,71.67,74.17
U959,56,Female,4.5,2,Vegetarian,2.9,Low,401,557.22,97,43.26,42.99
U960,30,Male,9.7,7,Vegetarian,8.3,Medium,20,546.62,66,39.45,40.1
U961,21,Other,7.5,1,Non-Vegetarian,1.3,Low,302,350.24,72,77.64,81.18
U962,49,Male,5.2,8,Vegetarian,2.2,High,383,404.92,66,58.95,56.85
U963,35,Female,5.1,7,Vegetarian,8.8,Low,352,437.72,98,47.01,51.61
U964,33,Female,7.3,5,Non-Vegetarian,3.3,High,325,383.83,87,82.68,83.17
U965,42,Female,8.9,10,Non-Vegetarian,5.9,Medium,301,331.28,89,77.22,78.16
U966,33,Male,4.9,1,Non-Vegetarian,4.5,Medium,119,599.61,67,37.23,42.04
U967,39,Female,4.4,1,Non-Vegetarian,3.9,Medium,71,239.98,61,95.03,91.21
U968,41,Male,8.0,3,Non-Vegetarian,7.1,Medium,40,370.69,88,85.77,83.43
U969,45,Male,7.1,4,Non-Vegetarian,4.6,Low,432,480.98,73,42.0,38.98
U970,40,Male,8.1,3,Vegan,7.9,Medium,359,339.87,83,81.02,80.57
U971,38,Male,7.5,8,Non-Vegetarian,3.5,Medium,421,545.87,82,40.35,36.99
U972,26,Female,8.6,9,Non-Vegetarian,8.9,High,126,322.84,61,70.02,66.99
U973,19,Male,9.1,1,Non-Vegetarian,8.8,Low,460,233.58,85,92.37,93.98
U974,55,Female,6.7,1,Non-Vegetarian,5.8,High,139,472.34,68,65.2,69.35
U975,45,Male,7.8,6,Non-Vegetarian,3.1,Medium,401,262.64,72,88.16,90.93
U976,43,Female,8.2,4,Vegetarian,11.2,Medium,283,262.45,91,92.7,92.14
U977,44,Female,5.7,7,Vegetarian,2.7,Low,313,470.14,40,23.73,23.05
U978,42,Male,9.1,4,Vegetarian,7.2,Medium,7,387.21,87,83.22,85.75
U979,38,Female,5.1,2,Non-Vegetarian,9.3,Low,222,224.49,72,81.4,77.66
U980,55,Male,8.8,9,Non-Vegetarian,10.4,Medium,429,537.7,95,38.3,33.59
U981,42,Female,4.4,1,Non-Vegetarian,7.5,Medium,85,352.7,91,85.57,90.25
U982,55,Male,4.6,8,Non-Vegetarian,1.1,Low,489,339.91,90,65.12,60.19
U983,28,Female,8.5,9,Vegetarian,4.8,Medium,15,467.02,40,38.66,36.1
U984,45,Male,7.9,2,Vegetarian,2.6,Medium,115,561.91,89,61.45,63.35
U985,53,Female,4.3,10,Vegan,8.5,Low,52,210.05,46,57.8,56.93
U986,21,Female,9.0,9,Non-Vegetarian,10.3,Medium,6,514.6,74,40.66,40.46
U987,36,Male,5.2,7,Vegetarian,11.5,Medium,201,521.3,81,33.75,33.66
U988,41,Male,8.8,4,Vegan,1.4,Low,62,559.36,52,34.03,30.53
U989,39,Male,7.3,4,Vegan,3.6,Medium,464,584.41,76,37.52,34.69
U990,42,Female,4.1,6,Non-Vegetarian,10.9,Low,104,514.89,61,17.46,15.87
U991,25,Female,5.4,10,Non-Vegetarian,10.5,Medium,472,358.38,44,32.88,29.82
U992,37,Male,9.0,8,Vegetarian,2.0,Medium,253,529.81,71,46.14,48.54
U993,18,Female,4.7,8,Non-Vegetarian,1.8,High,476,378.34,83,69.62,73.38
U994,21,Male,9.6,7,Non-Vegetarian,8.4,High,403,239.33,86,97.65,99.34
U995,29,Male,6.8,9,Vegetarian,9.8,Low,238,367.27,67,43.43,48.11
U996,42,Male,4.6,1,Vegetarian,8.1,High,177,497.86,83,60.03,59.91
U997,38,Male,4.1,8,Non-Vegetarian,3.6,Medium,176,291.44,50,64.71,68.54
U998,36,Female,9.7,10,Non-Vegetarian,4.9,Low,136,566.21,92,35.96,36.2
U999,51,Female,5.0,4,Non-Vegetarian,7.5,Low,309,508.36,49,19.34,16.77
U1000,23,Female,8.8,5,Vegetarian,6.2,Medium,337,422.83,59,55.59,51.23
U1001,52,Female,8.3,1,Vegan,9.8,Low,341,458.39,92,57.68,52.98
U1002,20,Female,6.3,3,Non-Vegetarian,8.6,High,415,574.34,40,19.68,21.8
U1003,50,Female,9.4,5,Non-Vegetarian,3.2,Medium,91,221.08,62,100.0,100.0
U1004,26,Male,7.4,9,Non-Vegetarian,7.7,Medium,381,468.14,64,36.61,33.61
U1005,24,Male,4.6,6,Vegetarian,8.3,Medium,298,262.41,84,82.06,79.32
U1006,58,Female,5.3,3,Non-Vegetarian,9.5,Low,169,473.2,75,40.6,38.32
U1007,44,Male,8.2,9,Vegetarian,11.1,Medium,329,431.62,68,42.23,40.59
U1008,18,Female,6.1,1,Non-Vegetarian,8.7,Low,414,279.22,46,60.33,56.91
U1009,57,Female,9.5,2,Non-Vegetarian,6.2,Medium,117,336.46,64,84.28,79.39
U1010,35,Female,7.7,8,Non-Vegetarian,7.4,Low,197,282.71,99,81.74,85.56
U1011,52,Male,9.2,3,Non-Vegetarian,6.3,Medium,168,555.13,93,58.57,62.16
U1012,34,Female,7.7,9,Vegetarian,6.1,High,295,267.11,43,69.33,72.44
U1013,56,Male,7.6,10,Non-Vegetarian,6.6,High,327,401.47,94,68.85,67.68
U1014,28,Male,5.7,2,Non-Vegetarian,8.9,Low,227,299.61,41,55.08,54.35
U1015,54,Male,5.4,8,Non-Vegetarian,3.7,Low,318,397.81,80,51.59,53.11
U1016,28,Female,4.2,3,Non-Vegetarian,8.1,Low,335,315.81,99,75.42,71.06
U1017,20,Male,4.6,2,Vegetarian,11.5,High,441,583.38,93,38.4,39.5
U1018,30,Male,8.9,2,Vegetarian,5.9,Low,464,217.67,81,94.89,98.79
U1019,45,Male,8.5,9,Non-Vegetarian,3.9,Low,169,355.39,90,70.54,67.55
U1020,55,Male,4.3,4,Vegetarian,6.9,Medium,352,467.36,63,41.82,38.78
U1021,51,Male,5.4,8,Non-Vegetarian,8.4,Medium,100,441.47,83,53.12,57.31
U1022,45,Female,8.5,10,Vegetarian,2.3,High,477,257.47,58,80.1,80.42
U1023,19,Female,4.4,1,Vegetarian,6.7,High,117,440.35,44,53.02,53.45
U1024,19,Female,5.7,2,Non-Vegetarian,10.6,Low,303,470.74,67,35.48,34.38
U1025,54,Male,5.4,6,Non-Vegetarian,3.8,High,489,414.7,90,69.2,65.01
U1026,33,Male,8.6,10,Non-Vegetarian,2.8,Medium,248,279.78,51,71.91,75.89
U1027,25,Male,6.9,2,Non-Vegetarian,6.4,High,254,549.25,98,62.58,66.77
U1028,57,Female,8.7,10,Non-Vegetarian,1.3,Medium,178,433.05,48,48.72,48.97
U1029,28,Male,5.6,7,Non-Vegetarian,4.5,High,477,431.82,91,64.44,60.36
U1030,32,Male,8.2,8,Vegetarian,8.6,Medium,492,366.98,56,49.5,50.92
U1031,21,Female,7.0,7,Non-Vegetarian,5.8,Medium,159,562.23,93,45.92,42.65
U1032,40,Other,9.2,3,Vegetarian,5.7,Low,339,456.46,65,48.49,51.02
U1033,25,Male,9.8,8,Vegetarian,3.2,Medium,271,256.56,89,100.0,100.0
U1034,33,Male,4.1,1,Vegetarian,6.0,High,150,565.95,99,59.38,61.97
U1035,33,Male,4.1,3,Non-Vegetarian,5.7,Medium,490,227.52,76,88.93,87.65
U1036,41,Female,9.4,10,Non-Vegetarian,10.5,Low,180,282.71,52,53.33,56.64
U1037,27,Female,5.5,5,Vegetarian,3.8,Medium,202,538.21,42,27.56,29.04
U1038,51,Male,8.6,2,Non-Vegetarian,2.3,Medium,357,225.17,76,100.0,100.0
U1039,35,Male,4.5,3,Non-Vegetarian,11.5,Medium,348,431.17,48,35.93,33.97
U1040,33,Female,6.4,10,Non-Vegetarian,6.0,Medium,122,546.01,99,44.86,49.32
U1041,53,Male,7.4,8,Vegetarian,2.6,Low,379,588.55,90,29.23,33.19
U1042,25,Female,4.0,6,Non-Vegetarian,4.7,Low,358,386.18,42,33.43,32.33
U1043,37,Male,4.1,5,Non-Vegetarian,9.3,Low,250,442.38,64,32.52,31.44
U1044,40,Female,6.7,9,Vegetarian,8.3,Medium,96,480.75,62,36.9,36.1
U1045,57,Female,8.6,8,Vegetarian,5.8,Medium,423,350.6,67,64.11,68.67
U1046,31,Female,4.6,6,Vegetarian,1.1,Medium,16,589.23,51,27.52,30.64
U1047,33,Male,4.7,8,Vegetarian,8.3,High,204,382.79,74,60.07,63.97
U1048,55,Female,7.6,1,Vegan,11.1,High,455,264.5,86,96.37,96.84
U1049,35,Male,6.8,8,Vegetarian,10.2,Medium,492,576.75,46,4.34,6.18
U1050,57,Female,9.6,9,Non-Vegetarian,7.3,Low,391,334.69,79,61.15,59.1
U1051,47,Male,7.0,7,Vegetarian,8.1,Low,425,295.74,61,55.56,56.31
U1052,53,Female,9.6,2,Vegetarian,1.8,Low,499,282.33,74,87.46,82.64
U1053,53,Male,8.2,10,Non-Vegetarian,11.1,Medium,476,536.11,71,21.38,25.53
U1054,56,Other,8.8,5,Vegetarian,10.2,Medium,451,402.89,48,45.13,49.32
U1055,57,Female,6.3,1,Non-Vegetarian,3.1,Medium,447,549.31,45,32.96,32.82
U1056,58,Male,8.4,3,Non-Vegetarian,4.7,Low,172,509.2,75,47.94,49.08
U1057,18,Female,10.0,6,Non-Vegetarian,6.6,Low,5,408.64,59,54.39,58.47
U1058,34,Male,6.8,4,Non-Vegetarian,8.4,Medium,146,398.5,56,56.66,52.04
U1059,45,Female,7.7,1,Non-Vegetarian,7.7,Low,225,390.07,40,47.34,47.5
U1060,24,Female,7.3,4,Non-Vegetarian,9.0,High,455,505.08,93,56.32,59.38
U1061,37,Female,8.0,9,Vegetarian,6.9,Low,21,454.32,90,51.51,48.29
U1062,59,Male,5.8,10,Non-Vegetarian,8.1,Medium,463,340.89,82,59.37,61.54
U1063,41,Female,6.2,4,Non-Vegetarian,5.2,Medium,490,389.11,76,64.95,63.56
U1064,18,Male,6.0,2,Vegan,10.3,Medium,449,453.04,56,41.06,36.54
U1065,35,Female,8.9,3,Vegetarian,3.8,Medium,135,401.08,53,68.05,67.42
U1066,43,Male,9.1,8,Non-Vegetarian,7.4,High,91,364.58,65,71.02,71.19
U1067,31,Female,8.3,7,Non-Vegetarian,11.4,Medium,403,477.68,44,24.83,26.64
U1068,36,Other,6.6,5,Non-Vegetarian,3.5,Medium,466,554.77,50,26.17,23.25
U1069,35,Male,8.6,3,Vegetarian,8.6,Medium,412,573.57,84,41.46,38.95
U1070,24,Female,9.3,7,Non-Vegetarian,9.0,High,206,259.88,70,88.67,85.97
U1071,19,Female,6.4,7,Non-Vegetarian,10.9,High,380,323.37,73,67.45,68.46
U1072,24,Male,8.9,7,Non-Vegetarian,4.9,High,387,405.94,51,56.55,60.45
U1073,45,Female,9.1,5,Non-Vegetarian,7.9,Low,48,545.71,47,22.94,24.28
U1074,45,Female,4.5,9,Non-Vegetarian,3.6,Medium,385,327.46,96,76.32,75.22
U1075,59,Female,8.4,9,Non-Vegetarian,11.1,Low,191,393.35,95,55.27,56.21
U1076,34,Female,8.3,5,Vegetarian,11.8,High,99,594.83,54,24.78,21.86
U1077,47,Other,8.7,3,Vegetarian,8.4,High,273,394.84,93,84.03,87.81
U1078,38,Female,5.7,5,Non-Vegetarian,7.2,Low,485,566.23,81,22.03,24.18
U1079,54,Female,10.0,1,Vegetarian,10.4,Low,394,238.23,57,78.32,80.03
